SQL_SignatoryStateId,API_SignatoryStateId,SQL_Id,API_Id,SQL_AddressName,API_AddressName,SQL_AddressLine1,API_AddressLine1,SQL_AddressLine2,API_AddressLine2,SQL_AddressLine3,API_AddressLine3,SQL_StateOrCounty,API_StateOrCounty,SQL_City,API_City,SQL_Country,API_Country,SQL_PostCode,API_PostCode,SQL_PrimaryAddress,API_PrimaryAddress,SQL_isThePrimaryAddress,API_isThePrimaryAddress,Test Case Status
DIRM SA,AFFAIRES MARITIMES,1-3  rue Fondaudège,Quai de General Lawton Collins,CS 21227,BP 721,CEDEX,Cedex,null,null,BORDEAUX ,Cherbourg,FRANCE,FRANCE,33074,50107,false,false,False,false,Test Case failed
125,125,134,167,Le Directeur interrégional des affaires maritimes Méditerranée  
DIRM MED,AFFAIRES MARITIMES,23 rue des Phocéens,Quai de General Lawton Collins,null,BP 721,CEDEX 2,Cedex,null,null,MARSEILLE ,Cherbourg,FRANCE,FRANCE,13236,50107,false,false,False,false,Test Case failed
125,125,137,167,Le chef du Guichet unique du Registre International Français
Service du Registre International Français (RIF) ,AFFAIRES MARITIMES,21  rue de la République,Quai de General Lawton Collins,null,BP 721,null,Cedex,null,null,Marseille,Cherbourg,FRANCE,FRANCE,13002,50107,false,false,False,false,Test Case failed
125,125,140,167,Guichet unique du Registre International Français (RIF),AFFAIRES MARITIMES,21  rue de la République,Quai de General Lawton Collins,null,BP 721,null,Cedex,null,null,Marseille,Cherbourg,FRANCE,FRANCE,13002,50107,true,false,True,false,Test Case failed
125,125,143,167,Le chef du service des affaires maritimes de Saint-Pierre-et-Miquelon
 Service des affaires maritimes de Saint-Pierre-et-Miquelon,AFFAIRES MARITIMES,1  Rue Gloanec ,Quai de General Lawton Collins,BP 4206,BP 721,null,Cedex,SAINT-PIERRE ET MIQUELON,null,null,Cherbourg,FRANCE,FRANCE,97500,50107,false,false,False,false,Test Case failed
125,125,146,167,le chef du service des affaires maritimes de Mayotte 
 Service des affaires maritimes de Mayotte,AFFAIRES MARITIMES,B.P. 37,Quai de General Lawton Collins,null,BP 721,null,Cedex,PAMANDZI,null,null,Cherbourg,FRANCE,FRANCE,97615,50107,false,false,False,false,Test Case failed
125,125,149,167,Le chef du service des affaires maritimes de Polynésie française 
 Service des affaires maritimes de de Polynésie française,AFFAIRES MARITIMES,Motu-Uta,Quai de General Lawton Collins,BP 9096,BP 721,null,Cedex,MOTU-UTA,null,null,Cherbourg,PAPEETE,FRANCE,98715,50107,false,false,False,false,Test Case failed
125,125,152,167,Le chef du service des affaires maritimes de Nouvelle Calédonie
Service des Affaires maritimes de Nouvelle Calédonie ,AFFAIRES MARITIMES,BP 36,Quai de General Lawton Collins,CEDEX ,BP 721,null,Cedex,null,null,NOUMEA ,Cherbourg,FRANCE,FRANCE,98845,50107,false,false,False,false,Test Case failed
125,125,155,167,Le Directeur de la mer de la Guyane
 Direction de la mer de la Guyane,AFFAIRES MARITIMES,2 Bis  rue Mentel ,Quai de General Lawton Collins,BP 6008,BP 721,CEDEX ,Cedex,null,null,CAYENNE ,Cherbourg,FRANCE,FRANCE,97306,50107,false,false,False,false,Test Case failed
125,125,158,167,Le Directeur de la mer de la Réunion et des iles éparses 
 Direction de la mer de la Réunion et des iles éparses,AFFAIRES MARITIMES,11  rue de la Compagnie  ,Quai de General Lawton Collins,B.P. 313,BP 721,null,Cedex,null,null,null,Cherbourg,FRANCE,FRANCE,null,50107,false,false,False,false,Test Case failed
125,125,161,167,Le Directeur de la mer de la Martinique 
 Direction de la mer de la Martinique,AFFAIRES MARITIMES,Boulevard Chevalier de Sainte Marthe ,Quai de General Lawton Collins,BP 620,BP 721,null,Cedex,null,null,FORT DE FRANCE ,Cherbourg,FRANCE,FRANCE,97261,50107,false,false,False,false,Test Case failed
125,125,125,167,Le Directeur interrégional des affaires maritimes Manche Est-mer du Nord  
 DIRM MEMN,AFFAIRES MARITIMES,4 rue du Colonel Fabien BP 34,Quai de General Lawton Collins,null,BP 721,null,Cedex,null,null,le Havre,Cherbourg,FRANCE,FRANCE,76083,50107,true,false,True,false,Test Case failed
125,125,128,167,Le Directeur interrégional des affaires maritimes Nord Atlantique-Manche Ouest  
DIRM NAMO,AFFAIRES MARITIMES,2 Boulevard Allard B.P. 78749,Quai de General Lawton Collins,null,BP 721,CEDEX 4,Cedex,null,null,NANTES  ,Cherbourg,FRANCE,FRANCE,44187,50107,false,false,False,false,Test Case failed
124,124,124,166,Le Directeur interrégional des affaires maritimes Manche Est-mer du Nord  
 DIRM MEMN,AFFAIRES MARITIMES,4 rue du Colonel Fabien BP 34,Quai de General Lawton Collins,null,BP 721,null,Cedex,null,null,le Havre,Cherbourg,FRANCE,FRANCE,76083,50107,true,false,True,false,Test Case failed
124,124,127,166,Le Directeur interrégional des affaires maritimes Nord Atlantique-Manche Ouest  
DIRM NAMO,AFFAIRES MARITIMES,2 Boulevard Allard B.P. 78749,Quai de General Lawton Collins,null,BP 721,CEDEX 4,Cedex,null,null,NANTES  ,Cherbourg,FRANCE,FRANCE,44187,50107,false,false,False,false,Test Case failed
124,124,154,166,Le Directeur de la mer de la Guyane
 Direction de la mer de la Guyane,AFFAIRES MARITIMES,2 Bis  rue Mentel ,Quai de General Lawton Collins,BP 6008,BP 721,CEDEX ,Cedex,null,null,CAYENNE ,Cherbourg,FRANCE,FRANCE,97306,50107,false,false,False,false,Test Case failed
124,124,157,166,Le Directeur de la mer de la Réunion et des iles éparses 
 Direction de la mer de la Réunion et des iles éparses,AFFAIRES MARITIMES,11  rue de la Compagnie  ,Quai de General Lawton Collins,B.P. 313,BP 721,null,Cedex,null,null,null,Cherbourg,FRANCE,FRANCE,null,50107,false,false,False,false,Test Case failed
124,124,148,166,Le chef du service des affaires maritimes de Polynésie française 
 Service des affaires maritimes de de Polynésie française,AFFAIRES MARITIMES,Motu-Uta,Quai de General Lawton Collins,BP 9096,BP 721,null,Cedex,MOTU-UTA,null,null,Cherbourg,PAPEETE,FRANCE,98715,50107,false,false,False,false,Test Case failed
124,124,151,166,Le chef du service des affaires maritimes de Nouvelle Calédonie
Service des Affaires maritimes de Nouvelle Calédonie ,AFFAIRES MARITIMES,BP 36,Quai de General Lawton Collins,CEDEX ,BP 721,null,Cedex,null,null,NOUMEA ,Cherbourg,FRANCE,FRANCE,98845,50107,false,false,False,false,Test Case failed
124,124,142,166,Le chef du service des affaires maritimes de Saint-Pierre-et-Miquelon
 Service des affaires maritimes de Saint-Pierre-et-Miquelon,AFFAIRES MARITIMES,1  Rue Gloanec ,Quai de General Lawton Collins,BP 4206,BP 721,null,Cedex,SAINT-PIERRE ET MIQUELON,null,null,Cherbourg,FRANCE,FRANCE,97500,50107,false,false,False,false,Test Case failed
124,124,145,166,le chef du service des affaires maritimes de Mayotte 
 Service des affaires maritimes de Mayotte,AFFAIRES MARITIMES,B.P. 37,Quai de General Lawton Collins,null,BP 721,null,Cedex,PAMANDZI,null,null,Cherbourg,FRANCE,FRANCE,97615,50107,false,false,False,false,Test Case failed
124,124,136,166,Le chef du Guichet unique du Registre International Français
Service du Registre International Français (RIF) ,AFFAIRES MARITIMES,21  rue de la République,Quai de General Lawton Collins,null,BP 721,null,Cedex,null,null,Marseille,Cherbourg,FRANCE,FRANCE,13002,50107,false,false,False,false,Test Case failed
124,124,139,166,Guichet unique du Registre International Français (RIF),AFFAIRES MARITIMES,21  rue de la République,Quai de General Lawton Collins,null,BP 721,null,Cedex,null,null,Marseille,Cherbourg,FRANCE,FRANCE,13002,50107,true,false,True,false,Test Case failed
124,124,130,166,Le Directeur interrégional des affaires maritimes Sud-Atlantique  
DIRM SA,AFFAIRES MARITIMES,1-3  rue Fondaudège,Quai de General Lawton Collins,CS 21227,BP 721,CEDEX,Cedex,null,null,BORDEAUX ,Cherbourg,FRANCE,FRANCE,33074,50107,false,false,False,false,Test Case failed
124,124,133,166,Le Directeur interrégional des affaires maritimes Méditerranée  
DIRM MED,AFFAIRES MARITIMES,23 rue des Phocéens,Quai de General Lawton Collins,null,BP 721,CEDEX 2,Cedex,null,null,MARSEILLE ,Cherbourg,FRANCE,FRANCE,13236,50107,false,false,False,false,Test Case failed
124,124,160,166,Le Directeur de la mer de la Martinique 
 Direction de la mer de la Martinique,AFFAIRES MARITIMES,Boulevard Chevalier de Sainte Marthe ,Quai de General Lawton Collins,BP 620,BP 721,null,Cedex,null,null,FORT DE FRANCE ,Cherbourg,FRANCE,FRANCE,97261,50107,false,false,False,false,Test Case failed
124,124,163,166,Le Directeur de la mer de la Guadeloupe 
 Direction de la mer de la Guadeloupe,AFFAIRES MARITIMES,20  rue Henri Becquerel ,Quai de General Lawton Collins,BP 2466,BP 721,CEDEX ,Cedex,null,null,JARRY ,Cherbourg,FRANCE,FRANCE,97085,50107,false,false,False,false,Test Case failed
124,124,166,166,AFFAIRES MARITIMES,AFFAIRES MARITIMES,Quai de General Lawton Collins,Quai de General Lawton Collins,BP 721,BP 721,Cedex,Cedex,null,null,Cherbourg,Cherbourg,FRANCE,FRANCE,50107,50107,false,false,False,false,Test Case Passed
123,123,123,546,Le Directeur interrégional des affaires maritimes Manche Est-mer du Nord  
 DIRM MEMN,2 Bis ,4 rue du Colonel Fabien BP 34,Rue Felix RUSSEIL BP 36-98845,null,,null,,null,,le Havre,Noumea Cedex,FRANCE,FRANCE,76083,,true,false,True,false,Test Case failed
123,123,723,546,Bureau Veritas,2 Bis ,67/71 Bd du Château,Rue Felix RUSSEIL BP 36-98845,,,,,Cedex,,Neuilly-Sur-Seine,Noumea Cedex,FRANCE,FRANCE,92571,,false,false,False,false,Test Case failed
123,123,797,546,Lloyd’s Register group services Limited,2 Bis ,71 Fenchurch Street,Rue Felix RUSSEIL BP 36-98845,,,,,,,London,Noumea Cedex,UNITED KINGDOM,FRANCE,EC3M 4BS,,false,false,False,false,Test Case failed
123,123,808,546,Lloyd’s Register EMEA ,2 Bis ,10 Place de la Joliette ,Rue Felix RUSSEIL BP 36-98845,,,,,,,Marseille ,Noumea Cedex,FRANCE,FRANCE,13002,,false,false,False,false,Test Case failed
123,123,809,546,Bureau Veritas ,2 Bis ,Le Triangle de l’Arche,Rue Felix RUSSEIL BP 36-98845,8  cours du Triangle – CS 50101,,92937 ,,CEDEX,,PARIS LA DEFENSE ,Noumea Cedex,FRANCE,FRANCE,,,false,false,False,false,Test Case failed
123,123,546,546,2 Bis ,2 Bis ,Rue Felix RUSSEIL BP 36-98845,Rue Felix RUSSEIL BP 36-98845,,,,,,,Noumea Cedex,Noumea Cedex,FRANCE,FRANCE,,,false,false,False,false,Test Case Passed
122,122,810,165,Bureau Veritas ,AFFAIRES MARITIMES,Le Triangle de l’Arche,Quai de General Lawton Collins,8  cours du Triangle – CS 50101,BP 721,92937 ,Cedex,CEDEX,null,PARIS LA DEFENSE ,Cherbourg,FRANCE,FRANCE,,50107,false,false,False,false,Test Case failed
122,122,811,165,Lloyd’s Register EMEA ,AFFAIRES MARITIMES,10 Place de la Joliette ,Quai de General Lawton Collins,,BP 721,,Cedex,,null,Marseille ,Cherbourg,FRANCE,FRANCE,13002,50107,false,false,False,false,Test Case failed
122,122,798,165,Lloyd’s Register group services Limited,AFFAIRES MARITIMES,71 Fenchurch Street,Quai de General Lawton Collins,,BP 721,,Cedex,,null,London,Cherbourg,UNITED KINGDOM,FRANCE,EC3M 4BS,50107,false,false,False,false,Test Case failed
122,122,122,165,Le Directeur interrégional des affaires maritimes Manche Est-mer du Nord  
 DIRM MEMN,AFFAIRES MARITIMES,4 rue du Colonel Fabien BP 34,Quai de General Lawton Collins,null,BP 721,null,Cedex,null,null,le Havre,Cherbourg,FRANCE,FRANCE,76083,50107,true,false,True,false,Test Case failed
122,122,126,165,Le Directeur interrégional des affaires maritimes Nord Atlantique-Manche Ouest  
DIRM NAMO,AFFAIRES MARITIMES,2 Boulevard Allard B.P. 78749,Quai de General Lawton Collins,null,BP 721,CEDEX 4,Cedex,null,null,NANTES  ,Cherbourg,FRANCE,FRANCE,44187,50107,false,false,False,false,Test Case failed
122,122,129,165,Le Directeur interrégional des affaires maritimes Sud-Atlantique  
DIRM SA,AFFAIRES MARITIMES,1-3  rue Fondaudège,Quai de General Lawton Collins,CS 21227,BP 721,CEDEX,Cedex,null,null,BORDEAUX ,Cherbourg,FRANCE,FRANCE,33074,50107,false,false,False,false,Test Case failed
122,122,165,165,AFFAIRES MARITIMES,AFFAIRES MARITIMES,Quai de General Lawton Collins,Quai de General Lawton Collins,BP 721,BP 721,Cedex,Cedex,null,null,Cherbourg,Cherbourg,FRANCE,FRANCE,50107,50107,false,false,False,false,Test Case Passed
122,122,132,165,Le Directeur interrégional des affaires maritimes Méditerranée  
DIRM MED,AFFAIRES MARITIMES,23 rue des Phocéens,Quai de General Lawton Collins,null,BP 721,CEDEX 2,Cedex,null,null,MARSEILLE ,Cherbourg,FRANCE,FRANCE,13236,50107,false,false,False,false,Test Case failed
122,122,138,165,Guichet unique du Registre International Français (RIF),AFFAIRES MARITIMES,21  rue de la République,Quai de General Lawton Collins,null,BP 721,null,Cedex,null,null,Marseille,Cherbourg,FRANCE,FRANCE,13002,50107,true,false,True,false,Test Case failed
122,122,135,165,Le chef du Guichet unique du Registre International Français
Service du Registre International Français (RIF) ,AFFAIRES MARITIMES,21  rue de la République,Quai de General Lawton Collins,null,BP 721,null,Cedex,null,null,Marseille,Cherbourg,FRANCE,FRANCE,13002,50107,false,false,False,false,Test Case failed
122,122,141,165,Le chef du service des affaires maritimes de Saint-Pierre-et-Miquelon
 Service des affaires maritimes de Saint-Pierre-et-Miquelon,AFFAIRES MARITIMES,1  Rue Gloanec ,Quai de General Lawton Collins,BP 4206,BP 721,null,Cedex,SAINT-PIERRE ET MIQUELON,null,null,Cherbourg,FRANCE,FRANCE,97500,50107,false,false,False,false,Test Case failed
122,122,144,165,le chef du service des affaires maritimes de Mayotte 
 Service des affaires maritimes de Mayotte,AFFAIRES MARITIMES,B.P. 37,Quai de General Lawton Collins,null,BP 721,null,Cedex,PAMANDZI,null,null,Cherbourg,FRANCE,FRANCE,97615,50107,false,false,False,false,Test Case failed
122,122,153,165,Le Directeur de la mer de la Guyane
 Direction de la mer de la Guyane,AFFAIRES MARITIMES,2 Bis  rue Mentel ,Quai de General Lawton Collins,BP 6008,BP 721,CEDEX ,Cedex,null,null,CAYENNE ,Cherbourg,FRANCE,FRANCE,97306,50107,false,false,False,false,Test Case failed
122,122,150,165,Le chef du service des affaires maritimes de Nouvelle Calédonie
Service des Affaires maritimes de Nouvelle Calédonie ,AFFAIRES MARITIMES,BP 36,Quai de General Lawton Collins,CEDEX ,BP 721,null,Cedex,null,null,NOUMEA ,Cherbourg,FRANCE,FRANCE,98845,50107,false,false,False,false,Test Case failed
122,122,147,165,Le chef du service des affaires maritimes de Polynésie française 
 Service des affaires maritimes de de Polynésie française,AFFAIRES MARITIMES,Motu-Uta,Quai de General Lawton Collins,BP 9096,BP 721,null,Cedex,MOTU-UTA,null,null,Cherbourg,PAPEETE,FRANCE,98715,50107,false,false,False,false,Test Case failed
122,122,156,165,Le Directeur de la mer de la Réunion et des iles éparses 
 Direction de la mer de la Réunion et des iles éparses,AFFAIRES MARITIMES,11  rue de la Compagnie  ,Quai de General Lawton Collins,B.P. 313,BP 721,null,Cedex,null,null,null,Cherbourg,FRANCE,FRANCE,null,50107,false,false,False,false,Test Case failed
122,122,162,165,Le Directeur de la mer de la Guadeloupe 
 Direction de la mer de la Guadeloupe,AFFAIRES MARITIMES,20  rue Henri Becquerel ,Quai de General Lawton Collins,BP 2466,BP 721,CEDEX ,Cedex,null,null,JARRY ,Cherbourg,FRANCE,FRANCE,97085,50107,false,false,False,false,Test Case failed
122,122,159,165,Le Directeur de la mer de la Martinique 
 Direction de la mer de la Martinique,AFFAIRES MARITIMES,Boulevard Chevalier de Sainte Marthe ,Quai de General Lawton Collins,BP 620,BP 721,null,Cedex,null,null,FORT DE FRANCE ,Cherbourg,FRANCE,FRANCE,97261,50107,false,false,False,false,Test Case failed
121,121,121,121,Finnish Transport Safety Agency Trafi,Finnish Transport Safety Agency Trafi,Marine Environment and Security,Marine Environment and Security,PO Box 320,PO Box 320,null,null,null,null,Helsinki,Helsinki,FINLAND,FINLAND,FI-00101 ,FI-00101 ,true,true,True,true,Test Case Passed
120,120,120,120,Finnish Transport Safety Agency Trafi,Finnish Transport Safety Agency Trafi,Marine Environment and Security,Marine Environment and Security,PO Box 320,PO Box 320,null,null,null,null,Helsinki,Helsinki,FINLAND,FINLAND,FI-00101 ,FI-00101 ,true,true,True,true,Test Case Passed
119,119,119,119,Finnish Transport Safety Agency Trafi,Finnish Transport Safety Agency Trafi,Marine Environment and Security,Marine Environment and Security,PO Box 320,PO Box 320,null,null,null,null,Helsinki,Helsinki,FINLAND,FINLAND,FI-00101 ,FI-00101 ,true,true,True,true,Test Case Passed
118,118,118,118,Finnish Transport Safety Agency Trafi,Finnish Transport Safety Agency Trafi,Marine Environment and Security,Marine Environment and Security,PO Box 320,PO Box 320,null,null,null,null,Helsinki,Helsinki,FINLAND,FINLAND,FI-00101 ,FI-00101 ,true,true,True,true,Test Case Passed
117,117,117,117,Maritime Safety Division,Maritime Safety Division,Lume 9 ,Lume 9 ,1014,1014,null,null,null,null,Tallinn,Tallinn,ESTONIA,ESTONIA,10416,10416,true,true,True,true,Test Case Passed
116,116,116,116,Maritime Safety Division,Maritime Safety Division,Lume 9 ,Lume 9 ,1014,1014,null,null,null,null,Tallinn,Tallinn,ESTONIA,ESTONIA,10416,10416,true,true,True,true,Test Case Passed
115,115,115,115,Maritime Safety Division,Maritime Safety Division,Lume 9 ,Lume 9 ,1014,1014,null,null,null,null,Tallinn,Tallinn,ESTONIA,ESTONIA,10416,10416,true,true,True,true,Test Case Passed
114,114,114,114,Maritime Safety Division,Maritime Safety Division,Lume 9 ,Lume 9 ,1014,1014,null,null,null,null,Tallinn,Tallinn,ESTONIA,ESTONIA,10416,10416,true,true,True,true,Test Case Passed
113,113,113,113,CHAIRMAN OF EGYPTIAN AUTHORITY FOR MARITIME SAFETY (EAMS),CHAIRMAN OF EGYPTIAN AUTHORITY FOR MARITIME SAFETY (EAMS),El Gomrouk ,El Gomrouk ,Gat No. 1 ,Gat No. 1 ,null,null,Alexandria,Alexandria,Ras El Teen,Ras El Teen,EGYPT,EGYPT,null,null,false,false,False,false,Test Case Passed
112,112,112,112,CHAIRMAN OF EGYPTIAN AUTHORITY FOR MARITIME SAFETY (EAMS),CHAIRMAN OF EGYPTIAN AUTHORITY FOR MARITIME SAFETY (EAMS),El Gomrouk ,El Gomrouk ,Gat No. 1 ,Gat No. 1 ,null,null,Alexandria,Alexandria,Ras El Teen,Ras El Teen,EGYPT,EGYPT,null,null,false,false,False,false,Test Case Passed
111,111,111,111,CHAIRMAN OF EGYPTIAN AUTHORITY FOR MARITIME SAFETY (EAMS),CHAIRMAN OF EGYPTIAN AUTHORITY FOR MARITIME SAFETY (EAMS),El Gomrouk ,El Gomrouk ,Gat No. 1 ,Gat No. 1 ,null,null,Alexandria,Alexandria,Ras El Teen,Ras El Teen,EGYPT,EGYPT,null,null,false,false,False,false,Test Case Passed
110,110,110,110,CHAIRMAN OF EGYPTIAN AUTHORITY FOR MARITIME SAFETY (EAMS),CHAIRMAN OF EGYPTIAN AUTHORITY FOR MARITIME SAFETY (EAMS),El Gomrouk ,El Gomrouk ,Gat No. 1 ,Gat No. 1 ,null,null,Alexandria,Alexandria,Ras El Teen,Ras El Teen,EGYPT,EGYPT,null,null,false,false,False,false,Test Case Passed
109,109,109,109,Subsecretaria de Puertos y Transporte MarÍtimo y ,Subsecretaria de Puertos y Transporte MarÍtimo y ,Fluvial Guayaquil ,Fluvial Guayaquil ,null,null,null,null,null,null,null,null,ECUADOR,ECUADOR,null,null,false,false,False,false,Test Case Passed
108,108,108,108,Subsecretaria de Puertos y Transporte MarÍtimo y ,Subsecretaria de Puertos y Transporte MarÍtimo y ,Fluvial Guayaquil ,Fluvial Guayaquil ,null,null,null,null,null,null,null,null,ECUADOR,ECUADOR,null,null,false,false,False,false,Test Case Passed
107,107,107,107,Subsecretaria de Puertos y Transporte MarÍtimo y ,Subsecretaria de Puertos y Transporte MarÍtimo y ,Fluvial Guayaquil ,Fluvial Guayaquil ,null,null,null,null,null,null,null,null,ECUADOR,ECUADOR,null,null,false,false,False,false,Test Case Passed
106,106,106,106,The Commonwealth of Dominica Maritime Registry Inc,The Commonwealth of Dominica Maritime Registry Inc,(DMRI),(DMRI),Office of Maritime Affairs and Marine Personnel ,Office of Maritime Affairs and Marine Personnel ,32 Washington Street,32 Washington Street,Massachusetts,Massachusetts,Fairhaven,Fairhaven,DOMINICA,DOMINICA,null,null,true,true,True,true,Test Case Passed
105,105,105,105,The Commonwealth of Dominica Maritime Registry Inc,The Commonwealth of Dominica Maritime Registry Inc,(DMRI),(DMRI),Office of Maritime Affairs and Marine Personnel ,Office of Maritime Affairs and Marine Personnel ,32 Washington Street,32 Washington Street,Massachusetts,Massachusetts,Fairhaven,Fairhaven,DOMINICA,DOMINICA,null,null,true,true,True,true,Test Case Passed
104,104,104,104,Danish Maritime Authority,Danish Maritime Authority,Fjordvænget 30,Fjordvænget 30,,,,,,,DK-4220 Korsør,DK-4220 Korsør,DENMARK,DENMARK,,,true,true,True,true,Test Case Passed
103,103,103,103,Danish Maritime Authority,Danish Maritime Authority,Fjordvænget 30,Fjordvænget 30,,,,,,,DK-4220 Korsør,DK-4220 Korsør,DENMARK,DENMARK,,,true,true,True,true,Test Case Passed
102,102,102,102,Danish Maritime Authority,Danish Maritime Authority,Fjordvænget 30,Fjordvænget 30,,,,,,,DK-4220 Korsør,DK-4220 Korsør,DENMARK,DENMARK,,,true,true,True,true,Test Case Passed
101,101,101,101,Danish Maritime Authority,Danish Maritime Authority,Fjordvænget 30,Fjordvænget 30,,,,,,,DK-4220 Korsør,DK-4220 Korsør,DENMARK,DENMARK,,,true,true,True,true,Test Case Passed
100,100,100,100,Danish Maritime Authority,Danish Maritime Authority,Fjordvænget 30,Fjordvænget 30,,,,,,,DK-4220 Korsør,DK-4220 Korsør,DENMARK,DENMARK,,,true,true,True,true,Test Case Passed
99,99,99,99,PERMANENT SECRETARY OF THE DEPUTY MINISTRY OF SHIPPING,PERMANENT SECRETARY OF THE DEPUTY MINISTRY OF SHIPPING,LIMASSOL CYPRUS  REGISTRAR OF CYPRUS SHIPS,LIMASSOL CYPRUS  REGISTRAR OF CYPRUS SHIPS,KYLLINIS STREET,KYLLINIS STREET,MESA GEITONIA,MESA GEITONIA,,,LIMASSOL,LIMASSOL,CYPRUS,CYPRUS,CY-4007 ,CY-4007 ,true,true,True,true,Test Case Passed
98,98,98,98,PERMANENT SECRETARY OF THE DEPUTY MINISTRY OF SHIPPING,PERMANENT SECRETARY OF THE DEPUTY MINISTRY OF SHIPPING,LIMASSOL CYPRUS  REGISTRAR OF CYPRUS SHIPS,LIMASSOL CYPRUS  REGISTRAR OF CYPRUS SHIPS,KYLLINIS STREET,KYLLINIS STREET,MESA GEITONIA,MESA GEITONIA,,,LIMASSOL,LIMASSOL,CYPRUS,CYPRUS,CY-4007 ,CY-4007 ,true,true,True,true,Test Case Passed
97,97,97,97,PERMANENT SECRETARY OF THE DEPUTY MINISTRY OF SHIPPING,PERMANENT SECRETARY OF THE DEPUTY MINISTRY OF SHIPPING,LIMASSOL CYPRUS  REGISTRAR OF CYPRUS SHIPS,LIMASSOL CYPRUS  REGISTRAR OF CYPRUS SHIPS,KYLLINIS STREET,KYLLINIS STREET,MESA GEITONIA,MESA GEITONIA,,,LIMASSOL,LIMASSOL,CYPRUS,CYPRUS,CY-4007 ,CY-4007 ,true,true,True,true,Test Case Passed
96,96,96,96,PERMANENT SECRETARY OF THE DEPUTY MINISTRY OF SHIPPING,PERMANENT SECRETARY OF THE DEPUTY MINISTRY OF SHIPPING,LIMASSOL CYPRUS  REGISTRAR OF CYPRUS SHIPS,LIMASSOL CYPRUS  REGISTRAR OF CYPRUS SHIPS,KYLLINIS STREET,KYLLINIS STREET,MESA GEITONIA,MESA GEITONIA,,,LIMASSOL,LIMASSOL,CYPRUS,CYPRUS,CY-4007 ,CY-4007 ,true,true,True,true,Test Case Passed
95,95,95,95,PERMANENT SECRETARY OF THE DEPUTY MINISTRY OF SHIPPING,PERMANENT SECRETARY OF THE DEPUTY MINISTRY OF SHIPPING,LIMASSOL CYPRUS  REGISTRAR OF CYPRUS SHIPS,LIMASSOL CYPRUS  REGISTRAR OF CYPRUS SHIPS,KYLLINIS STREET,KYLLINIS STREET,MESA GEITONIA,MESA GEITONIA,,,LIMASSOL,LIMASSOL,CYPRUS,CYPRUS,CY-4007 ,CY-4007 ,true,true,True,true,Test Case Passed
94,94,94,94,Ministry of Maritime Affairs  Transport and Infrastructure Safety of Navigation  ,Ministry of Maritime Affairs  Transport and Infrastructure Safety of Navigation  ,Maritime Environment and Inland Waters Protection Directorate,Maritime Environment and Inland Waters Protection Directorate,Prisavlje 14,Prisavlje 14,null,null,null,null,Zagreb,Zagreb,CROATIA,CROATIA,null,null,true,true,True,true,Test Case Passed
93,93,93,93,Ministry of Maritime Affairs  Transport and Infrastructure Safety of Navigation  ,Ministry of Maritime Affairs  Transport and Infrastructure Safety of Navigation  ,Maritime Environment and Inland Waters Protection Directorate,Maritime Environment and Inland Waters Protection Directorate,Prisavlje 14,Prisavlje 14,null,null,null,null,Zagreb,Zagreb,CROATIA,CROATIA,null,null,true,true,True,true,Test Case Passed
92,92,92,92,Ministry of Maritime Affairs  Transport and Infrastructure Safety of Navigation  ,Ministry of Maritime Affairs  Transport and Infrastructure Safety of Navigation  ,Maritime Environment and Inland Waters Protection Directorate,Maritime Environment and Inland Waters Protection Directorate,Prisavlje 14,Prisavlje 14,null,null,null,null,Zagreb,Zagreb,CROATIA,CROATIA,null,null,true,true,True,true,Test Case Passed
91,91,91,91,Ministry of Maritime Affairs  Transport and Infrastructure Safety of Navigation  ,Ministry of Maritime Affairs  Transport and Infrastructure Safety of Navigation  ,Maritime Environment and Inland Waters Protection Directorate,Maritime Environment and Inland Waters Protection Directorate,Prisavlje 14,Prisavlje 14,null,null,null,null,Zagreb,Zagreb,CROATIA,CROATIA,null,null,true,true,True,true,Test Case Passed
90,90,90,90,Direccion General Maritima,Direccion General Maritima,Calle 41,Calle 41,No 46-29 CAN,No 46-29 CAN,null,null,null,null,Bogota,Bogota,COLOMBIA,COLOMBIA,null,null,true,true,True,true,Test Case Passed
89,89,89,89,Direccion General Maritima,Direccion General Maritima,Calle 41,Calle 41,No 46-29 CAN,No 46-29 CAN,null,null,null,null,Bogota,Bogota,COLOMBIA,COLOMBIA,null,null,true,true,True,true,Test Case Passed
88,88,88,88,Cook Islands Ships Registry,Cook Islands Ships Registry,Admistrative Officer  Maritime Cook Islands,Admistrative Officer  Maritime Cook Islands,P.O Box 882  Avarua,P.O Box 882  Avarua,null,null,null,null,Rarotonga,Rarotonga,COOK ISLANDS,COOK ISLANDS,null,null,true,true,True,true,Test Case Passed
87,87,87,87,Cook Islands Ships Registry,Cook Islands Ships Registry,Admistrative Officer  Maritime Cook Islands,Admistrative Officer  Maritime Cook Islands,P.O Box 882  Avarua,P.O Box 882  Avarua,null,null,null,null,Rarotonga,Rarotonga,COOK ISLANDS,COOK ISLANDS,null,null,true,true,True,true,Test Case Passed
86,86,86,86,Cook Islands Ships Registry,Cook Islands Ships Registry,Administrative Officer  ,Administrative Officer  ,Maritime Cook Islands,Maritime Cook Islands,P.O. Box 882  Avarua,P.O. Box 882  Avarua,,,Rarotonga,Rarotonga,COOK ISLANDS,COOK ISLANDS,,,true,true,True,true,Test Case Passed
